player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type
Ben Doak,665,0,0,4,0,1.4,0.0,0.0,0.0,0.96,1,0,1.2,5.6,23,0,0,0,0,0,386.0,0,4.0,2,1022,881,0,2,£4.5,£4.5,£0.0,141,0.2555555555555555,0.0,0.0,0.0,3.756521739130435,0.0,3.91304347826087,0.0,0.0,0.0,Ben Doak,Ben,Doak,45,MID
Ben Godfrey,193,1,0,101,1,42.3,0.08,1.32,1.24,18.17,18,0,23.6,146.8,801,0,0,0,0,0,5828.0,10,46.0,18,8505,17477,2,13,£4.5,£4.3,£-0.2,-8972,8.9,0.0089887640449438,0.148314606741573,0.1393258426966292,2.041573033707865,0.0,2.02247191011236,0.0,0.1123595505617977,0.0,Ben Godfrey,Ben,Godfrey,43,DEF
Ben Greenwood,737,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2218.0,0,0.0,0,5484,3121,0,0,£4.0,£4.0,£0.0,2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Greenwood,Ben,Greenwood,40,DEF
Ben Johnson,471,0,1,164,2,76.8,0.4,0.46,0.06,15.66,13,0,25.9,161.6,860,0,0,0,0,0,7692.0,9,20.0,29,7881,13691,0,17,£4.5,£4.4,£-0.1,-5810,9.555555555555555,0.041860465116279,0.0481395348837209,0.0062790697674418,1.6388372093023256,0.0,1.3604651162790695,0.0,0.0,0.1046511627906976,Ben Johnson,Ben,Johnson,44,DEF
Ben Knight,600,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,786.0,0,0.0,0,936,888,0,0,£4.5,£4.5,£0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Knight,Ben,Knight,45,MID
Ben Mee,526,2,11,643,12,92.0,0.74,3.93,3.19,46.31,40,3,116.3,761.4,3269,0,0,0,0,0,1123918.0,37,307.0,143,4012888,2058139,2,37,£4.5,£4.8,£0.3,1954749,36.32222222222222,0.0203732028143163,0.1081982257571122,0.0878250229427959,1.274977057204038,0.0825940654634444,1.1012542061792596,0.0,0.0550627103089629,0.3028449066992964,Ben Mee,Ben,Mee,48,DEF
Ben Pearson,68,0,0,32,1,6.4,0.02,0.0699999999999999,0.05,5.92,10,0,3.7,21.0,282,0,0,0,0,0,20682.0,3,9.0,9,52938,66514,1,7,£4.5,£4.4,£-0.1,-13576,3.1333333333333333,0.0063829787234042,0.0223404255319148,0.0159574468085106,1.88936170212766,0.0,3.191489361702128,0.0,0.0,0.0,Ben Pearson,Ben,Pearson,44,MID
Benjamin White,10,5,12,734,15,491.2,3.6,4.8500000000000005,1.25,37.23,35,2,130.0,649.0,3054,0,0,0,0,0,1228300.0,36,159.0,156,3356427,2290879,5,38,£4.5,£5.0,£0.5,1065548,33.93333333333333,0.106090373280943,0.1429273084479371,0.0368369351669941,1.0971512770137524,0.0589390962671905,1.031434184675835,0.0,0.1473477406679764,0.3536345776031434,Benjamin White,Benjamin,White,50,DEF
Benoît Badiashile,689,0,2,209,4,49.1,0.2,1.46,1.26,12.31,9,1,35.1,219.8,904,0,0,0,0,0,63219.0,10,81.0,40,213437,175889,2,11,£5.0,£5.0,£0.0,37548,10.044444444444444,0.0199115044247787,0.1453539823008849,0.1254424778761061,1.2255530973451327,0.0995575221238938,0.8960176991150443,0.0,0.0,0.1991150442477876,Benoît Badiashile,Benoît,Badiashile,50,DEF
Bernardo Veiga de Carvalho e Silva,311,6,9,427,7,515.0,3.83,5.92,2.09,23.24,24,4,143.1,492.0,2196,0,0,0,0,0,770933.0,24,424.0,106,2008156,2006760,5,34,£7.0,£6.7,£-0.3,1396,24.4,0.1569672131147541,0.2426229508196721,0.085655737704918,0.9524590163934428,0.1639344262295082,0.9836065573770492,0.0,0.2459016393442623,0.3688524590163934,Bernardo Veiga de Carvalho e Silva,Bernardo,Veiga de Carvalho e Silva,67,MID
Bernd Leno,2,0,17,766,8,10.0,0.0,0.0,0.0,62.75,51,0,112.7,1115.8,3240,0,0,1,0,144,268813.0,36,0.0,142,706437,467678,3,36,£4.5,£4.6,£0.1,238759,36.0,0.0,0.0,0.0,1.7430555555555556,0.0,1.4166666666666667,4.0,0.0,0.4722222222222222,Bernd Leno,Bernd,Leno,46,GK
Bertrand Traoré,34,0,1,57,1,30.7,0.12,0.87,0.75,1.65,1,2,19.0,82.0,226,0,0,0,0,0,7677.0,1,79.0,20,8791,23333,1,8,£5.0,£4.9,£-0.1,-14542,2.511111111111111,0.047787610619469,0.3464601769911504,0.2986725663716814,0.6570796460176991,0.7964601769911505,0.3982300884955752,0.0,0.0,0.3982300884955752,Bertrand Traoré,Bertrand,Traoré,49,MID
Billy Gilmour,149,1,0,105,2,56.5,0.8,1.3,0.5,9.35,8,0,15.8,67.60000000000001,502,0,0,0,0,0,48079.0,7,33.0,21,75239,95951,1,14,£4.5,£4.2,£-0.3,-20712,5.5777777777777775,0.1434262948207171,0.2330677290836653,0.0896414342629482,1.6762948207171315,0.0,1.4342629482071714,0.0,0.1792828685258964,0.0,Billy Gilmour,Billy,Gilmour,42,MID
Bobby Clark,584,0,0,1,0,0.3,0.09,0.09,0.0,0.0,0,0,0.2,0.0,7,0,0,0,0,0,1216.0,0,2.0,1,1449,1407,0,1,£4.5,£4.5,£0.0,42,0.0777777777777777,1.157142857142857,1.157142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bobby Clark,Bobby,Clark,45,MID
Bobby De Cordova-Reid,205,1,3,289,8,326.6,1.49,5.4,3.91,46.78,40,4,119.7,365.2,2473,0,0,0,0,0,16952.0,29,508.0,90,86997,75438,8,36,£5.5,£5.4,£-0.1,11559,27.477777777777774,0.0542256368782854,0.1965224423776789,0.1422968054993934,1.7024666397088557,0.1455721795390214,1.4557217953902144,0.0,0.0363930448847553,0.109179134654266,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,54,MID
Boubacar Kamara,53,1,0,235,3,123.4,0.92,1.07,0.15,33.05,30,0,43.9,275.8,1773,0,0,0,0,0,11383.0,21,39.0,44,12546,24113,4,24,£5.0,£4.8,£-0.2,-11567,19.7,0.0467005076142132,0.0543147208121827,0.0076142131979695,1.677664974619289,0.0,1.5228426395939088,0.0,0.0507614213197969,0.0,Boubacar Kamara,Boubacar,Kamara,48,MID
Boubacar Traoré,629,1,0,44,0,16.6,0.06,0.13,0.07,7.619999999999999,9,0,7.4,49.6,405,0,0,0,0,0,5654.0,4,7.0,14,19100,16016,2,10,£4.5,£4.3,£-0.2,3084,4.5,0.0133333333333333,0.0288888888888888,0.0155555555555555,1.6933333333333331,0.0,2.0,0.0,0.2222222222222222,0.0,Boubacar Traoré,Boubacar,Traoré,43,MID
Boubakary Soumaré,269,0,0,238,6,148.70000000000002,0.47,0.5,0.03,34.51,30,0,39.2,236.6,1624,0,0,0,0,0,46234.0,20,5.0,41,64020,87339,9,26,£4.5,£4.4,£-0.1,-23319,18.044444444444444,0.0260467980295566,0.0277093596059113,0.0016625615763546,1.9125,0.0,1.6625615763546795,0.0,0.0,0.0,Boubakary Soumaré,Boubakary,Soumaré,44,MID
Braian Ojeda Rodríguez,396,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3617.0,0,0.0,0,601,9318,0,0,£4.5,£4.5,£0.0,-8717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braian Ojeda Rodríguez,Braian,Ojeda Rodríguez,45,MID
Brandon Austin,451,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,32099.0,0,0.0,0,17330,25810,0,0,£4.0,£3.9,£-0.1,-8480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Austin,Brandon,Austin,39,GK
Brandon Williams,343,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,275356.0,0,0.0,0,704397,672941,0,0,£4.0,£3.7,£-0.3,31456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Williams,Brandon,Williams,37,DEF
Brenden Aaronson,246,4,0,232,5,662.6,2.51,6.49,3.98,48.74,58,1,141.1,306.0,2365,0,0,0,0,0,96932.0,28,439.0,83,230800,245159,2,36,£5.5,£5.3,£-0.2,-14359,26.27777777777778,0.0955179704016913,0.2469767441860465,0.1514587737843551,1.854799154334038,0.0380549682875264,2.207188160676533,0.0,0.1522198731501057,0.0,Brenden Aaronson,Brenden,Aaronson,53,MID
Brennan Johnson,394,5,15,384,7,373.6,2.0,10.39,8.39,53.79,54,8,157.4,478.2,2930,0,2,0,0,0,171956.0,33,729.0,122,666539,710370,6,38,£6.0,£5.5,£-0.5,-43831,32.55555555555556,0.0614334470989761,0.3191467576791809,0.2577133105802048,1.6522525597269624,0.2457337883959044,1.658703071672355,0.0,0.1535836177474402,0.4607508532423208,Brennan Johnson,Brennan,Johnson,55,FWD
Brice Samba,382,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,173.0,0,0.0,0,0,193,0,0,£4.5,£4.5,£0.0,-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brice Samba,Brice,Samba,45,GK
Bruno Borges Fernandes,333,9,23,748,18,1532.3,10.7,20.03,9.33,49.13,39,8,343.1,948.0,3317,0,0,0,0,0,715251.0,37,948.0,176,6111191,2085504,6,37,£10.0,£9.5,£-0.5,4025687,36.855555555555554,0.2903225806451612,0.5434730177871571,0.2531504371419958,1.3330419053361473,0.2170636116973168,1.0581851070244197,0.0,0.2441965631594814,0.624057883629786,Bruno Borges Fernandes,Bruno,Borges Fernandes,95,MID
Bruno Guimarães Rodriguez Moura,374,5,5,438,12,631.8,3.72,6.54,2.82,29.82,25,4,153.6,617.6,2727,0,0,0,0,0,414717.0,32,284.0,107,866020,1453094,7,32,£6.0,£5.5,£-0.5,-587074,30.3,0.1227722772277227,0.2158415841584158,0.093069306930693,0.984158415841584,0.132013201320132,0.8250825082508251,0.0,0.165016501650165,0.165016501650165,Bruno Guimarães Rodriguez Moura,Bruno,Guimarães Rodriguez Moura,55,MID
Bryan Gil Salvatierra,554,1,0,22,1,27.5,0.08,0.18,0.1,0.9,1,0,8.5,30.4,146,0,0,0,0,0,3260.0,2,27.0,9,13464,10672,1,4,£5.0,£5.0,£0.0,2792,1.6222222222222222,0.0493150684931506,0.110958904109589,0.0616438356164383,0.5547945205479452,0.0,0.6164383561643836,0.0,0.6164383561643836,0.0,Bryan Gil Salvatierra,Bryan,Gil Salvatierra,50,MID
Bryan Mbeumo,95,9,19,556,10,766.3,5.53,15.01,9.48,41.96,39,9,229.3,662.4,2905,0,0,0,0,0,323622.0,36,866.0,150,1609202,1357945,5,38,£6.0,£5.7,£-0.3,251257,32.27777777777778,0.1713253012048192,0.465025817555938,0.2937005163511187,1.2999655765920826,0.2788296041308089,1.2082616179001722,0.0,0.2788296041308089,0.5886402753872634,Bryan Mbeumo,Bryan,Mbeumo,57,FWD
Bukayo Saka,13,12,19,678,12,1091.8,5.97,17.46,11.49,39.66,42,14,322.8,972.2,3183,0,1,0,0,0,2823976.0,37,1164.0,202,7001846,5528928,6,38,£8.0,£8.0,£0.0,1472918,35.36666666666667,0.1688030160226201,0.4936852026390198,0.3248821866163996,1.1213949104618284,0.3958529688972667,1.1875589066918002,0.0,0.3393025447690858,0.5372290292177191,Bukayo Saka,Bukayo,Saka,80,MID
Callum Hudson-Odoi,144,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4345.0,0,0.0,0,1884,9497,0,0,£5.5,£5.3,£-0.2,-7613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,53,MID
Callum Wilson,356,6,20,526,10,271.0,2.11,18.54,16.43,21.93,16,18,200.4,720.0,1870,0,0,0,0,0,563508.0,21,1020.0,157,5180281,2826304,4,31,£7.5,£7.3,£-0.2,2353977,20.77777777777778,0.1015508021390374,0.8922994652406416,0.7907486631016042,1.0554545454545454,0.8663101604278075,0.7700534759358288,0.0,0.2887700534759358,0.962566844919786,Callum Wilson,Callum,Wilson,73,FWD
Calum Chambers,32,0,0,67,0,29.8,0.19,0.33,0.14,5.88,4,0,11.1,74.4,345,0,0,0,0,0,19305.0,2,8.0,13,11163,26553,2,14,£4.5,£4.2,£-0.3,-15390,3.8333333333333335,0.0495652173913043,0.0860869565217391,0.0365217391304347,1.5339130434782609,0.0,1.0434782608695652,0.0,0.0,0.0,Calum Chambers,Calum,Chambers,42,DEF
Calvin Ramsay,298,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23040.0,0,0.0,0,26784,40025,0,0,£4.0,£3.9,£-0.1,-13241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calvin Ramsay,Calvin,Ramsay,39,DEF
Cameron Archer,54,0,0,13,0,2.4,0.01,0.01,0.0,0.37,1,0,0.9,1.7999999999999998,43,0,0,0,0,0,307508.0,0,6.0,6,331533,825299,0,6,£4.5,£4.2,£-0.3,-493766,0.4777777777777778,0.0209302325581395,0.0209302325581395,0.0,0.7744186046511627,0.0,2.093023255813953,0.0,0.0,0.0,Cameron Archer,Cameron,Archer,42,FWD
Cameron Peupion,762,0,0,3,0,0.3,0.0,0.06,0.06,0.95,2,0,0.5,0.0,5,0,0,0,0,0,55.0,0,5.0,1,219,55,0,1,£4.5,£4.5,£0.0,164,0.0555555555555555,0.0,1.08,1.08,17.1,0.0,36.0,0.0,0.0,0.0,Cameron Peupion,Cameron,Peupion,45,MID
Cameron Plain,649,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1626.0,0,0.0,0,3739,3028,0,0,£4.0,£4.0,£0.0,711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cameron Plain,Cameron,Plain,40,GK
Caoimhin Kelleher,289,0,0,20,0,0.0,0.0,0.0,0.0,1.77,4,0,0.0,0.0,90,0,0,0,0,6,18575.0,1,0.0,2,16851,21729,0,1,£4.0,£3.9,£-0.1,-4878,1.0,0.0,0.0,0.0,1.77,0.0,4.0,6.0,0.0,0.0,Caoimhin Kelleher,Caoimhin,Kelleher,39,GK
Carlos Alcaraz,693,2,4,155,0,64.4,0.71,2.47,1.76,22.83,25,4,45.1,199.0,1024,0,0,0,0,0,2469.0,13,190.0,55,13216,9204,3,18,£5.0,£5.0,£0.0,4012,11.377777777777778,0.0624023437499999,0.21708984375,0.1546875,2.00654296875,0.3515625,2.197265625,0.0,0.17578125,0.3515625,Carlos Alcaraz,Carlos,Alcaraz,50,MID
Carlos Henrique Casimiro,593,3,10,389,10,393.0,3.82,7.31,3.49,29.3,22,4,131.1,638.6,2122,0,0,0,2,0,223782.0,24,278.0,87,989855,559152,7,28,£5.0,£4.9,£-0.1,430703,23.57777777777778,0.1620169651272384,0.3100377002827521,0.1480207351555136,1.2426955702167766,0.1696512723845428,0.9330819981149858,0.0,0.1272384542884071,0.4241281809613572,Carlos Henrique Casimiro,Carlos Henrique,Casimiro,49,MID
Carlos Ribeiro Dias,383,0,0,3,0,0.1,0.0,0.0,0.0,0.21,0,0,0.3,2.4,6,0,0,0,0,0,39782.0,0,0.0,1,66881,90210,0,1,£4.5,£4.2,£-0.3,-23329,0.0666666666666666,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,Carlos Ribeiro Dias,Carlos,Ribeiro Dias,42,MID
Carlos Vinícius Alves Morais,618,2,10,206,1,118.3,0.72,3.76,3.04,24.8,20,5,72.7,244.0,1098,0,0,0,0,0,19680.0,11,370.0,72,125766,79042,3,28,£5.5,£5.4,£-0.1,46724,12.2,0.0590163934426229,0.3081967213114754,0.2491803278688524,2.0327868852459017,0.4098360655737705,1.639344262295082,0.0,0.1639344262295082,0.819672131147541,Carlos Vinícius Alves Morais,Carlos Vinícius,Alves Morais,54,FWD
Carney Chukwuemeka,48,0,0,71,1,69.7,0.61,0.94,0.33,8.1,7,0,19.9,57.6,342,0,0,0,0,0,45784.0,2,72.0,18,55752,102878,0,14,£4.5,£4.2,£-0.3,-47126,3.8,0.1605263157894736,0.2473684210526315,0.0868421052631579,2.131578947368421,0.0,1.842105263157895,0.0,0.0,0.0,Carney Chukwuemeka,Carney,Chukwuemeka,42,MID
Charlie Goode,96,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,57389.0,0,0.0,0,59783,89823,0,0,£4.0,£3.9,£-0.1,-30040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlie Goode,Charlie,Goode,39,DEF
Charlie Robinson,750,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1449.0,0,0.0,0,3194,1775,0,0,£4.0,£4.0,£0.0,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charlie Robinson,Charlie,Robinson,40,DEF
Che Adams,411,5,9,262,4,336.4,2.19,8.67,6.48,34.19,41,5,124.6,340.4,1987,0,0,0,0,0,119546.0,23,583.0,94,546363,553952,1,28,£6.5,£6.0,£-0.5,-7589,22.07777777777778,0.0991947659788625,0.3927025666834423,0.2935078007045797,1.5486160040261698,0.2264720684448918,1.8570709612481129,0.0,0.2264720684448918,0.4076497232008052,Che Adams,Che,Adams,60,FWD
Cheick Doucouré,514,3,3,411,7,345.8,1.22,2.67,1.45,40.18,41,0,97.6,471.4,2770,0,0,0,1,0,12803.0,34,157.0,74,22173,27360,8,34,£5.0,£5.0,£0.0,-5187,30.77777777777778,0.039638989169675,0.0867509025270758,0.0471119133574007,1.3054873646209386,0.0,1.332129963898917,0.0,0.0974729241877256,0.0974729241877256,Cheick Doucouré,Cheick,Doucouré,50,MID
Cheikhou Kouyaté,583,0,2,144,2,82.8,0.33,0.69,0.36,17.06,23,1,32.2,158.8,871,0,0,0,0,0,14802.0,10,81.0,35,32400,41155,3,21,£4.5,£4.4,£-0.1,-8755,9.677777777777775,0.0340987370838117,0.0712973593570608,0.0371986222732491,1.7628013777267508,0.1033295063145809,2.376578645235362,0.0,0.0,0.2066590126291619,Cheikhou Kouyaté,Cheikhou,Kouyaté,44,MID
Chem Campbell,568,0,0,9,0,3.0,0.0,0.1,0.1,1.02,2,0,2.4000000000000004,5.6,68,0,0,0,0,0,35446.0,0,16.0,5,55542,55013,0,5,£4.5,£4.4,£-0.1,529,0.7555555555555555,0.0,0.1323529411764706,0.1323529411764706,1.35,0.0,2.647058823529412,0.0,0.0,0.0,Chem Campbell,Chem,Campbell,44,MID
Chris Mepham,71,0,6,369,5,54.4,0.5499999999999999,1.51,0.96,42.46,52,0,74.4,556.4,2197,2,0,0,0,0,13068.0,24,134.0,43,31111,35797,7,26,£4.5,£4.3,£-0.2,-4686,24.41111111111111,0.0225307237141556,0.0618570778334091,0.0393263541192535,1.7393718707328174,0.0,2.130177514792899,0.0,0.0,0.2457897132453345,Chris Mepham,Chris,Mepham,43,DEF
Chris Richards,530,0,0,83,1,15.3,0.05,0.76,0.71,11.19,11,0,13.2,92.4,443,0,0,0,0,0,5855.0,4,26.0,13,3585,7548,0,9,£4.5,£4.4,£-0.1,-3963,4.922222222222223,0.010158013544018,0.1544018058690744,0.1442437923250564,2.2733634311512416,0.0,2.234762979683973,0.0,0.0,0.0,Chris Richards,Chris,Richards,44,DEF
Chris Wood,354,0,7,163,4,82.1,0.37,3.08,2.71,11.8,9,3,39.3,145.2,807,0,0,0,0,0,74537.0,9,169.0,53,139359,247535,0,25,£6.0,£5.6,£-0.4,-108176,8.966666666666667,0.041263940520446,0.3434944237918215,0.3022304832713754,1.3159851301115242,0.3345724907063197,1.003717472118959,0.0,0.0,0.7806691449814126,Chris Wood,Chris,Wood,56,FWD
Christian Benteke,155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,20129.0,0,0.0,0,3358,78711,0,0,£5.5,£5.5,£0.0,-75353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christian Benteke,Christian,Benteke,55,FWD
Christian Eriksen,519,9,8,426,13,564.3,3.49,8.28,4.79,26.02,25,1,132.8,420.8,2046,0,0,0,0,0,298162.0,25,344.0,103,676275,933099,3,28,£6.5,£6.2,£-0.3,-256824,22.73333333333333,0.1535190615835777,0.3642228739002932,0.2107038123167155,1.144574780058651,0.0439882697947214,1.099706744868035,0.0,0.3958944281524926,0.3519061583577712,Christian Eriksen,Christian,Eriksen,62,MID
Christian Nørgaard,79,6,6,309,6,173.70000000000002,1.74,3.38,1.64,25.13,23,1,82.3,379.2,1763,0,0,0,0,0,22340.0,21,269.0,71,76465,83181,6,22,£5.5,£5.3,£-0.2,-6716,19.58888888888889,0.088825865002836,0.1725467952353942,0.0837209302325581,1.282870107770845,0.0510493477027793,1.1741349971639252,0.0,0.3062960862166761,0.3062960862166761,Christian Nørgaard,Christian,Nørgaard,53,MID
Christian Pulisic,140,1,0,102,3,166.7,0.38,2.0500000000000003,1.67,14.13,11,1,49.1,117.2,805,0,0,0,0,0,55767.0,8,210.0,39,124807,158266,1,24,£6.0,£5.6,£-0.4,-33459,8.944444444444445,0.0424844720496894,0.2291925465838509,0.1867080745341614,1.579751552795031,0.1118012422360248,1.2298136645962732,0.0,0.1118012422360248,0.0,Christian Pulisic,Christian,Pulisic,56,MID
Christian Saydee,597,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2284.0,0,0.0,0,4958,4355,0,0,£4.5,£4.5,£0.0,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christian Saydee,Christian,Saydee,45,FWD
Ciaran Clark,352,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,230.0,0,0.0,0,0,257,0,0,£4.5,£4.5,£0.0,-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ciaran Clark,Ciaran,Clark,45,DEF
Claudio Gomes,599,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,698.0,0,0.0,0,754,811,0,0,£4.5,£4.5,£0.0,-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claudio Gomes,Claudio,Gomes,45,MID
Clément Lenglet,513,2,6,387,5,136.1,0.78,1.76,0.98,28.57,35,0,64.7,380.8,2018,0,0,0,0,0,35988.0,24,130.0,63,50641,75040,4,26,£5.0,£4.8,£-0.2,-24399,22.42222222222222,0.0347869177403369,0.0784935579781962,0.0437066402378592,1.2741823587710606,0.0,1.5609514370664024,0.0,0.089197224975223,0.267591674925669,Clément Lenglet,Clément,Lenglet,48,DEF
Cody Drameh,547,0,0,16,0,2.7,0.01,0.01,0.0,1.4,3,0,1.6,12.8,70,0,0,0,0,0,15004.0,1,0.0,1,9836,16300,0,1,£4.0,£4.0,£0.0,-6464,0.7777777777777778,0.0128571428571428,0.0128571428571428,0.0,1.7999999999999998,0.0,3.857142857142857,0.0,0.0,0.0,Cody Drameh,Cody,Drameh,40,DEF
Cody Gakpo,680,3,4,256,6,271.1,1.87,8.3,6.43,19.56,19,7,101.3,331.8,1455,0,0,0,0,0,478599.0,17,415.0,90,2806709,1256031,0,21,£8.0,£7.6,£-0.4,1550678,16.166666666666668,0.1156701030927835,0.51340206185567,0.3977319587628865,1.209896907216495,0.4329896907216494,1.1752577319587627,0.0,0.1855670103092783,0.2474226804123711,Cody Gakpo,Cody,Gakpo,76,MID
Cole Palmer,316,1,0,76,1,72.4,0.49,0.85,0.36,7.13,4,0,23.1,59.2,358,0,0,0,0,0,11181.0,2,97.0,19,22171,26632,1,14,£4.5,£4.2,£-0.3,-4461,3.977777777777778,0.1231843575418994,0.2136871508379888,0.0905027932960893,1.792458100558659,0.0,1.005586592178771,0.0,0.2513966480446927,0.0,Cole Palmer,Cole,Palmer,42,MID
Connor Ronan,567,0,0,3,0,0.4,0.0,0.0,0.0,0.03,0,0,0.1,0.6,1,0,0,0,0,0,13273.0,0,0.0,1,20324,20582,0,1,£4.5,£4.4,£-0.1,-258,0.0111111111111111,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,Connor Ronan,Connor,Ronan,44,MID
Conor Coady,475,1,5,397,7,59.5,0.49,1.33,0.8400000000000001,36.88,28,1,54.0,392.6,2094,0,0,0,0,0,448124.0,23,88.0,77,1072199,1117537,2,24,£5.0,£4.7,£-0.3,-45338,23.266666666666666,0.0210601719197707,0.0571633237822349,0.0361031518624641,1.5851002865329515,0.0429799426934097,1.2034383954154728,0.0,0.0429799426934097,0.2148997134670487,Conor Coady,Conor,Coady,47,DEF
Conor Coventry,556,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,11556.0,0,0.0,1,8783,15521,0,1,£4.5,£4.4,£-0.1,-6738,0.0111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conor Coventry,Conor,Coventry,44,MID
Conor Gallagher,148,1,7,279,4,343.5,1.73,4.28,2.55,30.95,23,3,104.3,379.8,1608,0,0,0,1,0,66082.0,18,321.0,66,134102,219235,9,35,£6.0,£5.6,£-0.4,-85133,17.866666666666667,0.0968283582089552,0.2395522388059701,0.1427238805970149,1.732276119402985,0.167910447761194,1.287313432835821,0.0,0.0559701492537313,0.3917910447761193,Conor Gallagher,Conor,Gallagher,56,MID
Craig Dawson,459,1,7,390,7,37.2,0.27,1.8,1.53,35.83,31,1,64.0,455.6,2134,0,0,0,0,0,60164.0,25,145.0,75,287891,184844,6,25,£5.0,£4.8,£-0.2,103047,23.711111111111112,0.0113870665417057,0.0759137769447047,0.064526710402999,1.5111059044048734,0.0421743205248359,1.3074039362699157,0.0,0.0421743205248359,0.2952202436738519,Craig Dawson,Craig,Dawson,48,DEF
Cristian Romero,443,2,3,447,8,136.2,1.02,2.52,1.5,34.11,41,0,77.3,546.2,2363,0,0,0,1,0,161116.0,26,91.0,66,261291,400773,9,27,£5.0,£4.9,£-0.1,-139482,26.25555555555556,0.0388489208633093,0.0959796868387642,0.0571307659754549,1.299153618281845,0.0,1.561574269995768,0.0,0.0761743546339399,0.1142615319509098,Cristian Romero,Cristian,Romero,49,DEF
Cristiano Ronaldo dos Santos Aveiro,326,0,3,42,3,83.2,0.25,2.14,1.89,5.95,8,1,35.6,63.8,519,0,0,0,0,0,252734.0,4,218.0,20,218768,562405,2,10,£10.5,£10.2,£-0.3,-343637,5.766666666666667,0.0433526011560693,0.3710982658959538,0.3277456647398844,1.0317919075144508,0.1734104046242774,1.3872832369942196,0.0,0.0,0.5202312138728323,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,dos Santos Aveiro,102,FWD
